ID,Locations
20779,Netherstorm
23286,Shadowmoon Valley
20668,Blade s Edge Mountains
17447,Azuremyst Isle
21217,Serpentshrine Cavern
23035,Sethekk Halls
18678,Hellfire Peninsula
20932,Netherstorm
19665,Ruins of Gilneas and Shattrath City
21102,Shadowmoon Valley
18205,Nagrand
21108,Shadowmoon Valley
17144,Nagrand
18680,Zangarmarsh
16179,Karazhan
16181,Karazhan
17280,Hellfire Ramparts
20931,Netherstorm
23051,Terokkar Forest
18259,Nagrand
21515,Terokkar Forest
23267,Shadowmoon Valley
17882,The Underbog
20197,Zangarmarsh
20502,Shadowmoon Valley
18670,Terokkar Forest
19784,Shadowmoon Valley
20749,Blade s Edge Mountains
23162,Terokkar Forest
18464,Terokkar Forest
18398,Nagrand
20671,Netherstorm
20673,Netherstorm
23584,Zul Aman
23026,Nagrand
21724,Terokkar Forest
18465,Terokkar Forest
18648,Terokkar Forest
20728,Blade s Edge Mountains
26111,Dustwallow Marsh
18280,Zangarmarsh
18128,Zangarmarsh
24917,Blade s Edge Mountains
17683,Bloodmyst Isle
16932,Hellfire Peninsula
18105,The Underbog
16934,Hellfire Peninsula
18467,Terokkar Forest
18257,Nagrand
17131,Nagrand
19350,Hellfire Peninsula
18290,Nagrand
21879,Shadowmoon Valley
23020,Shadowmoon Valley
22181,Blade s Edge Mountains
21723,Terokkar Forest and Shadowmoon Valley
21033,Blade s Edge Mountains
23616,Mulgore
18258,Nagrand
18241,Desolace
18707,Terokkar Forest
17133,Nagrand
22105,Terokkar Forest
18466,Terokkar Forest
23163,Terokkar Forest
21901,Shadowmoon Valley
17199,Azuremyst Isle
22424,Terokkar Forest
19461,Hellfire Peninsula
20729,Blade s Edge Mountains
18134,Zangarmarsh
20906,The Arcatraz
18285,Zangarmarsh
23219,Terokkar Forest
18463,Terokkar Forest
18286,Zangarmarsh
17556,Azuremyst Isle
21124,Blade s Edge Mountains
18129,Zangarmarsh
16933,Hellfire Peninsula
23326,Shadowmoon Valley
18283,Zangarmarsh
21022,Blade s Edge Mountains
16857,Hellfire Peninsula
19458,Hellfire Peninsula
18884,Netherstorm
20751,Blade s Edge Mountains
18461,Terokkar Forest
21123,Blade s Edge Mountains
16520,Ammen Vale and Azuremyst Isle
19423,Hellfire Peninsula
17661,Bloodmyst Isle
21408,Shadowmoon Valley
20283,Zangarmarsh
18880,Netherstorm
18334,Nagrand
17132,Nagrand
22052,Blade s Edge Mountains
20775,Netherstorm
20773,Netherstorm
21423,Blade s Edge Mountains
22884,Black Temple
22807,Terokkar Forest
23169,Shadowmoon Valley
17669,The Shattered Halls
22394,Nagrand
16178,Karazhan
18281,Zangarmarsh
18213,Zangarmarsh
16354,Ghostlands
24043,Zul Aman
15651,Eversong Woods
20682,Terokkar Forest
18647,Terokkar Forest
17522,Bloodmyst Isle
23501,Shadowmoon Valley
19189,Hellfire Peninsula
16176,Karazhan
15649,Eversong Woods
16180,Karazhan
20330,Blade s Edge Mountains
15652,Eversong Woods
21878,Shadowmoon Valley
18133,Zangarmarsh
16972,Hellfire Peninsula
17345,Bloodmyst Isle
21042,Blade s Edge Mountains
23873,Dustwallow Marsh
20038,The Eye
18214,Zangarmarsh
19459,Hellfire Peninsula
21854,Terokkar Forest
22123,Blade s Edge Mountains
22180,Blade s Edge Mountains
25867,Sunwell Plateau
25111,The Cape of Stranglethorn and Northern Barrens
21891,Sethekk Halls
18155,The Botanica
21306,Hellfire Peninsula
18438,Terokkar Forest
23264,Shadowmoon Valley
20777,Netherstorm
16973,Hellfire Peninsula
22255,Blade s Edge Mountains
17523,Bloodmyst Isle
21956,Blade s Edge Mountains
23269,Shadowmoon Valley
22044,Blade s Edge Mountains
17854,Hyjal Summit
20925,Blade s Edge Mountains
21804,Terokkar Forest
20196,Zangarmarsh
17348,Bloodmyst Isle
21897,Shadowmoon Valley
16348,Ghostlands
17374,Azuremyst Isle
16880,Hellfire Peninsula
18135,Zangarmarsh
20998,Blade s Edge Mountains
20987,Blade s Edge Mountains
19349,Hellfire Peninsula and Zangarmarsh
17525,Bloodmyst Isle
18470,Terokkar Forest
19183,Nagrand
18033,Nagrand
20206,Hellfire Peninsula
24922,Terokkar Forest
24552,Magisters Terrace
15650,Eversong Woods
17527,Bloodmyst Isle
17035,Hellfire Peninsula
20290,Zangarmarsh
16491,Karazhan
18130,Zangarmarsh
20714,Blade s Edge Mountains
19706,Zangarmarsh
20611,Netherstorm and Gorgrond
17724,The Underbog
20387,Zangarmarsh
17546,Karazhan
20058,Blade s Edge Mountains
17349,Bloodmyst Isle
16171,Karazhan
20198,Zangarmarsh
17467,"Duskwood, Azshara, Gilneas, Howling Fjord, Azuremyst Isle, Bloodmyst Isle, Val sharah, Ammen Vale, Nagrand, and Terokkar Forest"
22917,Black Temple
18728,Hellfire Peninsula
15690,Karazhan
18694,Shadowmoon Valley
15688,Karazhan
25315,Sunwell Plateau
18679,Hellfire Peninsula
18695,Shadowmoon Valley
19554,Netherstorm
17968,Hyjal Summit
18696,Shadowmoon Valley
18683,Nagrand
17308,Hellfire Ramparts
22947,Black Temple
17257,Magtheridon s Lair
18584,Shattrath City
17808,Hyjal Summit
17842,Hyjal Summit
25166,Sunwell Plateau
24882,Sunwell Plateau
25165,Sunwell Plateau
19755,Shadowmoon Valley
25840,Sunwell Plateau
17381,The Blood Furnace
19973,Blade s Edge Mountains
18341,Mana Tombs
17888,Hyjal Summit
20870,The Arcatraz
19298,Hellfire Peninsula
19852,Netherstorm
24892,Sunwell Plateau
19960,Blade s Edge Mountains
22898,Black Temple
17678,Bloodmyst Isle
20132,Netherstorm
20886,The Arcatraz
19261,Hellfire Peninsula
21499,Shadowmoon Valley
18731,Shadow Labyrinth
22357,Nagrand
17380,The Blood Furnace
20885,The Arcatraz
23355,Blade s Edge Mountains
25033,Isle of Quel Danas
24919,Hellfire Peninsula
23353,Blade s Edge Mountains
23174,Blade s Edge Mountains
19218,The Mechanar
19756,Shadowmoon Valley
22281,Blade s Edge Mountains
19307,Mana Tombs
21519,Blade s Edge Mountains
17908,Hyjal Summit
20798,Hellfire Peninsula
18978,Hellfire Peninsula
19191,Hellfire Peninsula
18827,Hellfire Peninsula
19716,The Mechanar
19527,Hellfire Peninsula
21847,Hellfire Peninsula
22304,Blade s Edge Mountains
19512,The Botanica
24555,Magisters Terrace
18692,Blade s Edge Mountains
15689,Karazhan
22113,Shadowmoon Valley
21648,Shadowmoon Valley
17881,The Black Morass
24850,Sunwell Plateau
18096,Old Hillsbrad Foothills
21657,Shadowmoon Valley
18877,Netherstorm
18723,Old Hillsbrad Foothills
17879,The Black Morass
19935,Tanaris
17880,The Black Morass
23282,Blade s Edge Mountains
23283,Shadowmoon Valley
21032,Blade s Edge Mountains
25967,Shattrath City
23261,Blade s Edge Mountains
20332,Netherstorm
23281,Blade s Edge Mountains
21389,Blade s Edge Mountains
23433,Shattrath City
20142,Tanaris
21104,The Black Morass
23466,Shattrath City
20713,Blade s Edge Mountains
25160,Unknown
23061,Blade s Edge Mountains
18544,Netherstorm
22112,Shadowmoon Valley
19951,Tanaris
19950,Tanaris
18682,Zangarmarsh
25740,The Slave Pens
17157,Nagrand
18698,Netherstorm
22119,Serpentshrine Cavern
18181,Nagrand
19514,The Eye
22323,Hellfire Peninsula
18708,Shadow Labyrinth
22311,Nagrand
21216,Serpentshrine Cavern
18866,Netherstorm
22310,Nagrand
17977,The Botanica
23100,Terokkar Forest
17158,Nagrand
24744,Magisters Terrace
22298,Blade s Edge Mountains
21060,Shadowmoon Valley
22309,Nagrand
17980,The Botanica
18867,Netherstorm
21728,Terokkar Forest
23029,Terokkar Forest
22307,Terokkar Forest
22009,Serpentshrine Cavern
19557,The Botanica
17725,The Underbog
21023,Blade s Edge Mountains
16516,Ammen Vale and Azuremyst Isle
21181,Shadowmoon Valley
22095,Terokkar Forest
19608,The Botanica
17159,Nagrand
18856,Netherstorm
17160,Nagrand
22244,Blade s Edge Mountains
17871,The Underbog
16854,Eversong Woods
21061,Shadowmoon Valley
18881,Netherstorm
17310,Ashenvale
18690,Blade s Edge Mountains
19940,Netherstorm
19044,Zone
17942,The Slave Pens
17770,The Underbog
18411,Nagrand
20600,Blade s Edge Mountains
21213,Serpentshrine Cavern
20772,Netherstorm
18343,Mana Tombs
20555,Blade s Edge Mountains
18124,Zangarmarsh
22275,Blade s Edge Mountains
21694,The Steamvault
23165,Terokkar Forest
17585,Hellfire Peninsula
16457,Karazhan
20216,Blade s Edge Mountains
19201,Nagrand
17723,The Underbog
22011,Shadowmoon Valley
19622,The Eye
19622,Kael thas Advisors
19213,Shattrath City
19663,Shattrath City
23489,Shadowmoon Valley
16264,Eversong Woods
23381,Hyjal Summit
19227,Shattrath City
24664,Magisters Terrace
21212,Serpentshrine Cavern
17591,Azuremyst Isle
18756,Shattrath City
18484,Shattrath City
20096,Nagrand
21432,Shattrath City
18697,Netherstorm
17249,The Cape of Stranglethorn
18166,Shattrath City
25580,Terokkar Forest
18677,Hellfire Peninsula
16280,Eversong Woods
17904,Zangarmarsh
18344,Mana Tombs
16585,Hellfire Peninsula
17468,The Exodar and Bloodmyst Isle
17890,The Slave Pens
19690,Netherstorm
18685,Terokkar Forest
16128,Dalaran
18940,Shattrath City
17584,The Exodar
22082,Shadowmoon Valley
20097,Nagrand
16826,Hellfire Peninsula
21318,Shadowmoon Valley
21292,Shadowmoon Valley
18686,Terokkar Forest
19662,Shattrath City
23434,Shadowmoon Valley
22274,Shadowmoon Valley
19762,Shadowmoon Valley
20241,Nagrand
19504,Shadowmoon Valley
21749,Shadowmoon Valley
19038,Terokkar Forest
21643,Tanaris
25032,Isle of Quel Danas
21906,Shattrath City
18960,Terokkar Forest
17862,Old Hillsbrad Foothills
18537,Shattrath City and Netherstorm
18382,Zangarmarsh
18681,Zangarmarsh
18957,Terokkar Forest
28132,Old Hillsbrad Foothills
24393,Shattrath City
16802,Silvermoon City
19837,Blade s Edge Mountains
18005,Zangarmarsh
17826,The Underbog
20240,Nagrand
22841,Black Temple
18672,Old Hillsbrad Foothills
17377,The Blood Furnace
19575,Netherstorm
16583,Hellfire Peninsula
29093,Stormwind City
19373,Shadowmoon Valley
19661,Shattrath City
21655,Shattrath City
19321,Shattrath City
18831,Zone
18831,Council Members
18531,Shattrath City
19331,Shattrath City
18417,Nagrand
23367,Terokkar Forest
18911,Zangarmarsh
23008,Netherstorm
19684,Shattrath City
27667,Shattrath City
20980,Netherstorm
18732,Shadow Labyrinth
20977,The Arcatraz
21485,Nagrand
18596,Shattrath City
17941,The Slave Pens
20028,Zangarmarsh
17301,The Shattered Halls
18693,Blade s Edge Mountains
23576,Zul Aman
17909,Zangarmarsh
22948,Black Temple
18597,Shattrath City
23863,Zul Aman
20981,Netherstorm
21494,Blade s Edge Mountains
16808,The Shattered Halls
25976,Isle of Quel Danas
19004,Hellfire Peninsula
18751,Hellfire Peninsula
19521,Shadowmoon Valley
20242,Netherstorm
17521,Karazhan
21905,Shattrath City
23245,Blade s Edge Mountains
25977,Isle of Quel Danas
20616,Shattrath City
19052,Shattrath City
23578,Zul Aman
19220,The Mechanar
20613,Shattrath City
21474,Nagrand
19042,Terokkar Forest
17657,Hellfire Peninsula
21019,The Exodar
18473,Sethekk Halls
21330,Shadowmoon Valley
20916,Blade s Edge Mountains
19344,Hellfire Peninsula
17798,The Steamvault
18238,Nagrand
19880,Netherstorm
20912,The Arcatraz
20159,Hellfire Peninsula
22820,Serpentshrine Cavern
18805,The Eye
17848,Old Hillsbrad Foothills
18771,Hellfire Peninsula
22060,Bloodmyst Isle
18991,Hellfire Peninsula
21302,Shadowmoon Valley
17797,The Steamvault
21215,Serpentshrine Cavern
19772,Terokkar Forest
21214,Serpentshrine Cavern
21214,Fathom Guards
21296,Blade s Edge Mountains
17832,Ghostlands
26089,Isle of Quel Danas
21979,Shadowmoon Valley
20923,The Shattered Halls
24723,Magisters Terrace
22103,Blade s Edge Mountains
22427,Netherstorm
18322,Sethekk Halls
18530,Shattrath City
18407,Nagrand
22887,Black Temple
18261,Nagrand
21984,Blade s Edge Mountains
17975,The Botanica
23396,Netherstorm
24560,Magisters Terrace
17991,The Slave Pens
19271,Shattrath City
16886,Hellfire Peninsula
19296,Terokkar Forest
18266,Hellfire Peninsula
23577,Zul Aman
18063,Nagrand
22421,The Slave Pens
16860,Eversong Woods
21700,Shadowmoon Valley
19536,Netherstorm
18471,Nagrand
25084,Isle of Quel Danas
18773,Hellfire Peninsula
17893,The Slave Pens
25163,Isle of Quel Danas
16657,The Exodar
18180,Nagrand
26090,Isle of Quel Danas
16262,Eversong Woods
18822,Nagrand
21113,Blade s Edge Mountains
18774,Hellfire Peninsula
23618,Mulgore
28126,Tanaris
24396,Zul Aman
18772,Hellfire Peninsula
18779,Hellfire Peninsula
21183,Shadowmoon Valley
16915,Hellfire Peninsula
18776,Hellfire Peninsula
18853,Netherstorm
23589,Dustwallow Marsh
18482,Terokkar Forest
20989,Netherstorm
18747,Hellfire Peninsula
23154,Blade s Edge Mountains
18497,Auchenai Crypts
16809,The Shattered Halls
20914,The Exodar
20084,Netherstorm
23128,Orgrimmar
19383,Zangarmarsh
17885,The Underbog
21860,Shadowmoon Valley
17076,Shattrath City
23007,Nagrand
27489,Orgrimmar
17008,Shadowmoon Valley
19882,Eversong Woods
21981,Blade s Edge Mountains
17841,Zangarmarsh
22213,Shattrath City
16782,Silvermoon City
21402,Shadowmoon Valley
20448,Netherstorm
19074,Shattrath City
18373,Auchenai Crypts
22949,Black Temple
19221,The Mechanar
20986,Terokkar Forest
16638,Silvermoon City
18294,Nagrand
16699,The Shattered Halls
24239,Zul Aman
18802,Hellfire Peninsula
19995,Blade s Edge Mountains
21772,Shadowmoon Valley
18775,Hellfire Peninsula
22952,Black Temple
23596,Zul Aman
26221,"Stormwind City, Ironforge, Shattrath City, Thunder Bluff, Orgrimmar, Silvermoon City, Darnassus, The Exodar, Undercity, and Tirisfal Glades"
18987,Hellfire Peninsula
19186,Shattrath City
19184,Shattrath City
26092,Isle of Quel Danas
21024,Shadowmoon Valley
19466,Netherstorm
18907,Zangarmarsh
21954,Shadowmoon Valley
18653,Shattrath City
22007,Blade s Edge Mountains
17226,Hellfire Peninsula
23141,Shadowmoon Valley
18667,Shadow Labyrinth
25059,Isle of Quel Danas
17136,Nagrand
24727,Shattrath City
21465,Terokkar Forest
17204,The Exodar
17062,Hellfire Peninsula
22823,Zangarmarsh
16253,Ghostlands
23139,Shadowmoon Valley
23120,Blade s Edge Mountains
22911,Blade s Edge Mountains
22950,Black Temple
21298,Serpentshrine Cavern
16819,Hellfire Peninsula
23428,Blade s Edge Mountains
21493,Netherstorm
19773,Terokkar Forest
22462,Terokkar Forest
26307,"Oribos, Valdrakken, and Zuldazar"
17455,Hellfire Ramparts
28067,Blackrock Depths
16800,Silvermoon City
19468,Netherstorm
25372,Sunwell Plateau
18408,Nagrand
15921,Eversong Woods
18817,Nagrand
16601,Ghostlands
19715,Shattrath City
18141,Nagrand
18538,Shattrath City
23699,Shattrath City
26091,Isle of Quel Danas
23334,Blade s Edge Mountains
25046,Isle of Quel Danas
23140,Shadowmoon Valley
17306,Hellfire Ramparts
17587,Azuremyst Isle
17634,Zangarmarsh
18009,Zangarmarsh
19409,Hellfire Peninsula
16807,The Shattered Halls
20753,Blade s Edge Mountains
17820,Old Hillsbrad Foothills
19194,Shattrath City
19185,Shattrath City
23159,Black Temple
23324,Shadowmoon Valley
20281,Netherstorm
24848,Magisters Terrace
25697,The Slave Pens
20677,Hellfire Peninsula
16690,Silvermoon City
20064,The Eye
20064,Kael thas Advisors
20112,Netherstorm
23574,Zul Aman
18015,Zangarmarsh
18297,Nagrand
20062,The Eye
20062,Kael thas Advisors
23306,Terokkar Forest
21088,Blade s Edge Mountains
19722,Zangarmarsh
17475,Azuremyst Isle
16867,Hellfire Peninsula
23270,Shattrath City
16841,Blasted Lands
22099,Blade s Edge Mountains
17518,Karazhan
18011,Zangarmarsh
19499,Blade s Edge Mountains
18914,Nagrand
17398,The Blood Furnace
21311,Blade s Edge Mountains
21315,Shadowmoon Valley
16855,Eversong Woods
23449,Shattrath City
19467,Netherstorm
19017,Nagrand
21661,Terokkar Forest
18072,Nagrand
18821,Nagrand
22479,Netherstorm
24938,Isle of Quel Danas and Shattrath City
17876,Old Hillsbrad Foothills
20278,Tanaris
20232,Hellfire Peninsula
16588,Hellfire Peninsula
21955,Shadowmoon Valley
18267,Hellfire Peninsula
16757,The Exodar and The Exodar
20081,Tanaris
22432,Hellfire Peninsula
20854,Netherstorm
21300,Blade s Edge Mountains
23941,Dustwallow Marsh
18265,Nagrand
18106,Nagrand
16275,Eversong Woods
23625,"Blackrock Depths, Darkmoon Island, and Shattrath City"
23048,Terokkar Forest
21178,Shadowmoon Valley
22127,Blade s Edge Mountains
17240,Azuremyst Isle
23483,Shattrath City
19312,Hellfire Peninsula
21209,Hellfire Peninsula
25099,Shadowmoon Valley
20350,Old Hillsbrad Foothills
17370,The Blood Furnace
21699,Shadowmoon Valley
20063,The Eye
20063,Kael thas Advisors
17807,Eversong Woods
21983,Blade s Edge Mountains
18714,Terokkar Forest
19505,The Botanica
26222,Hellfire Peninsula
17537,Hellfire Ramparts
18542,Tanaris
16885,Hellfire Peninsula
16631,Silvermoon City
18183,Nagrand
17114,Azuremyst Isle
23623,"Blackrock Depths, Darkmoon Island, and Shattrath City"
21158,Blade s Edge Mountains
18586,Unknown
23305,Shadowmoon Valley
18073,Nagrand
24937,Hellfire Peninsula
23797,Dustwallow Marsh
22208,Shattrath City
21164,Shadowmoon Valley
20500,Shadowmoon Valley
19645,Netherstorm
16209,Ghostlands
21118,Blade s Edge Mountains
19413,Hellfire Peninsula
26223,Hellfire Peninsula
20067,Netherstorm
19481,Netherstorm
19196,Shattrath City
24978,Isle of Quel Danas
17982,Bloodmyst Isle
16837,Hellfire Peninsula
19310,Hellfire Peninsula
22940,Shattrath City
23437,Hyjal Summit
22491,Netherstorm
18210,Nagrand
22941,Blade s Edge Mountains
25151,Silvermoon City
23042,Terokkar Forest
18019,Zangarmarsh
19254,Blasted Lands
18168,Karazhan
23473,Blade s Edge Mountains
25923,Arathi Highlands
20859,The Arcatraz
21046,Blade s Edge Mountains
23101,Nagrand
15968,Eversong Woods
21027,Shadowmoon Valley
19778,The Exodar
16850,Hellfire Peninsula
17925,Zangarmarsh
20116,Blade s Edge Mountains
20511,Shadowmoon Valley
18993,Zangarmarsh
23158,Black Temple
22893,Nagrand
17976,The Botanica
16663,Silvermoon City
20990,The Mechanar
17311,Azuremyst Isle and The Veiled Sea
24554,Magisters Terrace
20791,Shattrath City
17119,Dustwallow Marsh
18098,Blade s Edge Mountains
19694,Zangarmarsh
19728,Netherstorm
22832,Zangarmarsh
19844,Nagrand
22819,Shattrath City
16528,Ghostlands
19180,Shattrath City
18554,Terokkar Forest
22429,Shattrath City
18424,Terokkar Forest
19035,Nagrand
18875,Netherstorm
23244,Blade s Edge Mountains
16521,Ammen Vale and Azuremyst Isle
23028,Black Temple
22963,Black Temple
21112,Blade s Edge Mountains
20985,Netherstorm
20727,Netherstorm
19187,Shattrath City
25930,Dustwallow Marsh
25931,Eversong Woods
20793,Hellfire Peninsula
24834,Wetlands and Dustwallow Marsh
16820,Hellfire Peninsula
16635,Silvermoon City
23197,Black Temple
18715,Terokkar Forest
18748,Hellfire Peninsula
19986,Blade s Edge Mountains
23093,Terokkar Forest
25940,Stonetalon Mountains
21277,Blade s Edge Mountains
19642,Netherstorm
22231,Hellfire Peninsula
16623,Silvermoon City
20678,Hellfire Peninsula
23774,Zul Aman
21242,Terokkar Forest
18089,Zangarmarsh
18684,Nagrand
25920,The Cape of Stranglethorn
18906,Hellfire Peninsula
23233,Blade s Edge Mountains
17800,The Steamvault
22494,Netherstorm
21496,Blade s Edge Mountains
19197,Shattrath City
19531,Netherstorm
17923,Zangarmarsh
19316,Hellfire Peninsula
22374,Hellfire Peninsula
25900,Hellfire Peninsula
18829,Magtheridon s Lair
19644,Unknown
18777,Hellfire Peninsula
21684,Karazhan
17663,Bloodmyst Isle
19015,Nagrand
26124,"Orgrimmar, Silvermoon City, Thunder Bluff, Tirisfal Glades, and Undercity"
26123,"Stormwind City, Ironforge, The Exodar, and Darnassus"
23373,Zangarmarsh
17924,Zangarmarsh
19541,Netherstorm
23571,Dustwallow Marsh
16575,Hellfire Peninsula
23208,Blade s Edge Mountains
23392,Blade s Edge Mountains
19293,Hellfire Peninsula
17483,Azuremyst Isle
18752,Hellfire Peninsula
22951,Black Temple
19720,Shattrath City
20551,Netherstorm
23582,Zul Aman
22212,Shattrath City
25887,Arathi Highlands
22430,Hellfire Peninsula
18754,Hellfire Peninsula
17994,The Botanica
19701,Hellfire Peninsula
25927,Burning Steppes
17957,The Slave Pens
21469,Blade s Edge Mountains
22343,Nagrand
23602,Dustwallow Marsh
16780,Silvermoon City
19294,Hellfire Peninsula
17006,Hellfire Peninsula
16544,Karazhan
20066,Netherstorm
20080,Tanaris
16845,Hellfire Peninsula
19989,Blade s Edge Mountains
18353,Nagrand
23309,Shadowmoon Valley
17094,Northern Stranglethorn
20907,Netherstorm
16224,Ghostlands
23363,Terokkar Forest
16797,Hellfire Peninsula
22312,Blade s Edge Mountains
16927,Hellfire Peninsula
24830,Uldaman
25369,Sunwell Plateau
20988,The Mechanar
20477,Zangarmarsh
19244,Shattrath City
21962,The Arcatraz
24561,Magisters Terrace
24729,Stormwind City
18931,Hellfire Peninsula
20463,Netherstorm
17222,Azuremyst Isle
17084,Hellfire Peninsula
17057,Hellfire Peninsula
21238,Blade s Edge Mountains
17271,Hellfire Ramparts
19840,Netherstorm
16681,Silvermoon City
18423,Nagrand
19351,Shadowmoon Valley
18934,Old Hillsbrad Foothills
17485,Azuremyst Isle
22423,Blade s Edge Mountains
16790,Hellfire Peninsula
19678,Shattrath City
16639,Silvermoon City
20768,Blade s Edge Mountains
16801,Silvermoon City
15937,Eversong Woods
20045,The Eye
21770,Shadowmoon Valley
20234,Hellfire Peninsula
22084,Shadowmoon Valley
19415,Hellfire Peninsula
18340,Zangarmarsh
23333,Blade s Edge Mountains
16674,Silvermoon City
21774,Shadowmoon Valley
22377,Terokkar Forest
18549,Shattrath City
17928,Hyjal Summit
16196,Eversong Woods
18495,Auchenai Crypts
24739,Ashenvale
19510,The Mechanar
21047,Blade s Edge Mountains
23263,Shattrath City
20510,Shadowmoon Valley
17962,The Slave Pens
17802,The Steamvault
23188,Shadowmoon Valley
21937,Shadowmoon Valley
19795,Shadowmoon Valley
24558,Magisters Terrace
22365,Terokkar Forest
20407,Unknown
17877,Zangarmarsh
21336,Shadowmoon Valley
25167,Shattrath City
18416,Nagrand
17711,Shadowmoon Valley
15691,Karazhan
19516,The Eye
17796,The Steamvault
18733,Hellfire Peninsula
25508,Sunwell Plateau
25507,Sunwell Plateau
19219,The Mechanar
16504,Karazhan
24972,Isle of Quel Danas
20041,The Eye
19851,Netherstorm
22315,Shadowmoon Valley
22461,Hellfire Peninsula
17225,Karazhan
15687,Karazhan
22871,Black Temple
16152,Karazhan
21838,Terokkar Forest
18689,Terokkar Forest
21788,Shadowmoon Valley
16246,Ghostlands
16524,Karazhan
16329,Ghostlands
16151,Karazhan
25038,Sunwell Plateau
18371,Auchenai Crypts
16247,Ghostlands
18478,Auchenai Crypts
16249,Ghostlands
21801,Shadowmoon Valley
16245,Ghostlands
16816,Karazhan
17767,Hyjal Summit
16812,Karazhan
21797,Shadowmoon Valley
16525,Karazhan
19545,Netherstorm
23066,Terokkar Forest
19488,Netherstorm
22025,Shadowmoon Valley
19544,Netherstorm
24246,Zul Aman
18255,Deadwind Pass
22062,Ghostlands
18588,Terokkar Forest
18662,Nagrand
17534,Karazhan
17533,Karazhan
23161,Terokkar Forest
16388,Karazhan
21787,Terokkar Forest
17905,Hyjal Summit
21941,Terokkar Forest
17535,Karazhan
17898,Hyjal Summit
16357,Ghostlands
16314,Ghostlands
16481,Karazhan
